project,name,facility,owner,address,city,county,cost,sqft_stated,work,status,registered,start,end,scope,design_firm,url,sqft,sqft_source,primary,duplicate_of,cost_per_sqft,cost_suspect,area_is_campus,found_by,geo_precision,lon,lat
EABPRJB2811457,MERIPLEX DC EQUIPMENT UPGRADE,MERIPLEX DATA CENTER,MERIPLEX,1001 TEXAS AVENUE,Houston,Harris,530000.0,,Renovation/Alteration,Project Closed,2012-04-18,2012-04-01,2013-04-01,"Upgrade data center electrical equipment (UPS, server cabinets, etc.",,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2811457,,,True,,,False,False,facility name; scope of work,address,-95.362115,29.760047
EABPRJB2810538,BUCKNER DATA CENTER RENOVATION,BUCKNER,DALLAS INDEPENDENT SCHOOL DISTRICT,2909 N. BUCKNER BLVD.,Dallas,Dallas,850000.0,,Renovation/Alteration,Project Closed,2012-04-03,2012-04-01,2014-05-31,Project involves replacement of existing mechanical andelectrical equipment. also includes three (3) new four t,BICK GROUP INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2810538,,,True,,,False,False,project name,address,-96.686122,32.810301
EABPRJB2809452,STREAM HOUSTON PRIVATE DATA CENTER I,STREAM HOUSTON PRIVATE DATA CENTER I,IP STREAM HOUSTON LLC,"4001 TECHNOLOGY FOREST BLVD.,",The Woodlands,Montgomery,35000000.0,,New Construction,Inspection Complete,2012-03-14,2012-05-01,2013-02-01,75000 square foot Commercial Data Center,CORGAN ASSOCIATES INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2809452,,,True,,,False,False,facility name; project name; scope of work,address,-95.487227,30.178484
EABPRJB2809440,DATA CENTER - GENERATOR #2,MAIN ST. ANNEX,BAYLOR HEALTHCARE,125 N. WASHINGTON ST.,Dallas,Dallas,1000000.0,,Renovation/Alteration,Project Closed,2012-03-13,2012-04-01,2012-10-01,"Add 2nd emergency generator, add internal windows at Network Operation Center on the second floor.",HDR ARCHITECTURE,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2809440,,,True,,,False,False,project name,address,-96.7734,32.786885
EABPRJB2809012,DATA CENTER EXPANSION - SUITE 330,FPMC PHASE III MOB,JHEVASSE MITCHELL,11970 N. CENTRAL EXPRESSWAY,Dallas,Dallas,163540.0,,Renovation/Alteration,Project Closed,2012-03-06,2012-03-01,2012-05-01,TENANT FINISH OUT ON THIRD FLOOR OF A SHELL BUILDING,ASCENSION GROUP ARCHITECTS,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2809012,,,True,,,False,False,project name,address,-96.766822,32.912011
EABPRJB2807725,CYRUSONE CARROLLTON DATA CENTER,CYRUSONE CARROLLTON DATA CENTER,CYRUSONE,1649 WEST FRANKFORD RD.,Carrollton,Dallas,22800000.0,,Renovation/Alteration,Project Closed,2012-02-10,2012-02-01,2012-07-24,"Partial alteration/renovation to existing one-story warehouse at 1649 West Frankford Road, Carrollton, Tx.",,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2807725,,,True,,,False,False,facility name; project name,address,-96.612463,32.897705
EABPRJB2000126,DATA CENTER BUILD-OUT,GREENSPOINT TECHNOLOGY CENTER,DIGITAL REALTY TRUST,12167 NORTH FWY,Houston,Harris,1900000.0,,Renovation/Alteration,Project Closed,2012-01-26,2012-01-01,2012-05-01,"MODIFICATION TO EXISTING PARTITIONS, NEW DOORS, REMOVEFL, INSTALL RAMS , NEW OFFICE,BREAK RM PF175 RV445",ARCH TECH DESIGN  LLC,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2000126,,,True,,,False,False,project name,address,-95.41601,29.942677
EABPRJB2806151,NEISD DATA CENTER HVAC RENOVATION,NEISD,NORTH EAST INDEPENDENT SCHOOL DISTRICT,8961 TESORO DR. Suite 300,San Antonio,Bexar,1100000.0,,Renovation/Alteration,Project Closed,2012-01-11,2012-01-01,2012-06-01,"Replace existing A/C units, add diesel generator and separate server/power/printing areas with new walls.",MEP ENGINEERING INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2806151,,,True,,,False,False,project name,address,-98.456951,29.521633
EABPRJB2805938,DATA CENTER EXPANSION,TEXAS CHILDREN'S HOSPITAL WEST CAMPUS,TEXAS CHILDREN'S HOSPITAL,18200 KATY FREEWAY,Houston,Harris,2000000.0,,Renovation/Alteration,Project Closed,2012-01-06,2012-02-01,2012-07-18,Expand existing data center into existing shell space. The build-out does not introduce any new stairs or elevat,PAGESOUTHERLANDPAGE LLP,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2805938,,,True,,,False,False,project name; scope of work,address,-95.69173,29.787285
EABPRJB2805797,DIGITAL REALTY TRUST DATA HALL EXPANSION,DIGITAL REALTY TRUST,DIGITAL REALTY TRUST,12031 N. FREEWAY,Houston,Harris,9140000.0,,Renovation/Alteration,Project Closed,2012-01-04,2012-01-01,2012-07-01,Renovation of a former call center space into data center spaces.,M. ARTHUR GENSLER,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2805797,,,True,,,False,False,project name; scope of work,address,-95.417306,29.942515
EABPRJB2804376,T5@DALLAS WHOLESALE DATA CENTER,T5@DALLAS WHOLESALE DATA CENTER,T5 PARTNERS LLC,6653 PINECREST DRIVE,Plano,Collin,24000000.0,,Renovation/Alteration,Project Closed,2011-12-02,2011-12-01,2012-06-01,"Interior finish out of an existing 150,000 sf facility with the addition of a 30,000 sf exterior equipment yard",CORGAN ASSOCIATES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2804376,,,True,,,False,False,facility name; project name,address,-96.809445,33.064996
EABPRJB2803066,COLOGIX DATA CENTER,DALLAS INFOMART,DCI TECHNOLOGY SERVICES LLC,1950 N. STEMMONS FREEWAY,Dallas,Dallas,4000000.0,,Renovation/Alteration,Project Closed,2011-11-04,2011-11-01,2012-06-01,Build a new Data Center on the 2nd floor with new elevator access.,TECHNOLOGY MANAGEMENT INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2803066,,,True,,,False,False,project name; scope of work,address,-96.81948,32.801159
EABPRJB2802738,EXXONMOBILE - DATA CENTER ELECTRICAL,1301 FANNIN,UCM / GP 1301 FANNIN LP,1301 FANNIN STREET Level 13.5,Houston,Harris,4000000.0,,Renovation/Alteration,Project Closed,2011-10-28,2011-11-01,2012-05-01,Interior renovation for electrical capacity upgrades within an existing mechanical room,PDR CORP,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2802738,,,True,,,False,False,project name,address,-95.365684,29.75356
EABPRJB2801929,SAVVIS DL2 DATA CENTER EXPANSION,DL DATA CENTER,SAVVIS,14901 FAA BLVD,Fort Worth,Tarrant,8000000.0,,Renovation/Alteration,Project Closed,2011-10-12,2011-10-01,2012-05-01,"Fit out of an existing shell space for a data center that will include a mezzanine, rooftop equipment, and servi",CORGAN ASSOCIATES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2801929,,,True,,,False,False,facility name; project name; scope of work,address,-97.040183,32.831777
EABPRJB2800842,SMU PLANO RECOVERY DATA CENTER,BUILDING 1,SMU,5236 TENNYSON PARKWAY,Plano,Collin,1500000.0,,Renovation/Alteration,Project Closed,2011-09-20,2011-10-01,2011-12-01,Renovation of an existing building lease space and turning into a data center for the university.,PGAL,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2800842,,,True,,,False,False,project name; scope of work,address,-96.809979,33.068858
EABPRJB2800102,UTSA RESEARCH DATA CENTER PACKAGE,UTSA MULTIDISCIPLINARY STUDIES BUILDING,UTSA,ONE UTSA CIRCLE,San Antonio,Bexar,2700000.0,,Renovation/Alteration,Project Closed,2011-09-02,2011-10-01,2012-07-01,"Remodel for research data center, new office area, renovations to existing toilet rooms, and new faculty instruc",CHESNEY MORALES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB2800102,,,True,,,False,False,project name; scope of work,address,-98.596956,29.377294
EABPRJB1817634,SITE 1 CONTAINER SOLUTION,HEWLETT-PACKARD AUSTIN DATA CENTER,HEWLETT PACKARD,3301 HIBBETS ROAD,Austin,Travis,3000000.0,,Additions to Existing Building,Project Closed,2011-08-29,2011-07-01,2011-12-01,"Create a vestibule for covered/conditioned access to twonew modular equipment enclosures, and associated site p",PAGE SOUTHERLAND PAGE,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1817634,,,True,,,False,False,facility name,address,-97.66969,30.267677
EABPRJB1816227,DLR ALPHA ROAD 2ND FLOOR RESTROOM RENOV,DLR ALPHA ROAD DATA CENTER,DIGITAL REALTY,4849 ALPHA ROAD,Farmers Branch,Dallas,5000000.0,,Renovation/Alteration,Project Closed,2011-08-04,2011-08-01,2011-10-01,Renovation of restrooms on the second floor,CORGAN ASSOCIATES INC,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1816227,,,True,,,False,False,facility name,address,-96.827985,32.933939
EABPRJB1815931,DOLAN CARROLLTON DATA CENTER RENOVATION,3000 KELLWAY,3000 KELLWAY DRIVE GENERAL PARTNER HOLDG,3000 KELLWAY DR. Suite 110,Carrollton,Dallas,1190000.0,,Renovation/Alteration,Project Closed,2011-07-28,2011-07-01,2012-09-01,Renovate existing interior for new Electrical Room for UPS system and modify existing Data center floor space,JEK ARCHITECTS & ENGINEERS INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1815931,,,True,,,False,False,project name; scope of work,address,-96.849967,32.973012
EABPRJB1815124,PARKING GARAGE/DATA CENTER,PARKING GARAGE/DATA CENTER,TEXAS STATE UNIVERSITY-SAN MARCOS,UNIVERSITY DR. AT N. LBJ ST.,San Marcos,Hays,12300000.0,,New Construction,Project Closed,2011-07-13,2011-09-01,2012-11-01,New parking garage to serve the new Performing Arts Center. A Data Center is located on the  first level of the,MORRIS ARCHITECTS,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1815124,,,True,,,False,False,facility name; project name; scope of work,address,-97.938093,29.885787
EABPRJB1814645,DLR ALPHA ROAD SUITE 100,DLR ALPHA ROAD DATA CENTER,DIGITAL REALTY TRUST,4349 ALPHA ROAD,Farmers Branch,Dallas,6000000.0,,Renovation/Alteration,Project Closed,2011-07-06,2011-07-01,2011-11-01,renovation of data center,CORGAN ASSOCIATES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1814645,,,True,,,False,False,facility name; scope of work,address,-96.835848,32.933135
EABPRJB1813437,AIG DATA CENTER,AIG DATA CENTER,AIG/CBRE,13701 INDEPENDENCE PKWY,Fort Worth,Tarrant,2150000.0,,Renovation/Alteration,Project Closed,2011-06-10,2011-07-01,2011-09-01,"Interior remodel of data center, storage room and staging area.",GENSLER,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1813437,,,True,,,False,False,facility name; project name; scope of work,address,-97.252473,32.979607
EABPRJB1813378,INFOSYS - PLANO DATA CENTER,TENNYSON OFFICE CENTER,ADLER REALTY INVESTMENTS INC.,6100 TENNYSON PARKWAY Suite 200,Plano,Collin,1000000.0,,Renovation/Alteration,Project Closed,2011-06-09,2011-07-01,2011-11-01,Interior demolition and construction Data Center and exterior construction of emergency generator/chiller equipm,ARCHITERIORS PLLC,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1813378,,,True,,,False,False,project name; scope of work,address,-96.829603,33.070939
EABPRJB1813135,LOWE'S DATA CENTER EXPANSION,LOWE'S,LOWE'S,10045 ROGERS RUN,San Antonio,Bexar,25200000.0,,Additions to Existing Building,Project Closed,2011-06-06,2011-07-01,2012-05-01,Expansion to the existing data center.,RVK ARCHITECTS,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1813135,,,True,,,False,False,project name; scope of work,address,-98.689241,29.47186
EABPRJB1813171,UTSA MS BLDG RESEARCH DATA CENTER,UTSA MS BLDG,UTSA,ONE UTSA CIRCLE,San Antonio,Bexar,2500000.0,,Renovation/Alteration,Project Closed,2011-06-06,2011-07-01,2012-01-01,"Renovation of computer lab to computer data center, approximately 3,100 sq.ft.",CHESNEY MORALES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1813171,,,True,,,False,False,project name; scope of work,address,-98.596956,29.377294
EABPRJB1812777,DATA CENTER - SUITE 340,FPMC PHASE III MOB,BRIAN A. JARRETT,11970 N. CENTRAL EXPRESSWAY,Dallas,Dallas,339100.0,,Renovation/Alteration,Project Closed,2011-05-27,2011-06-01,2011-08-01,Tenant finish out for a data center on the third floor of shell building,ASCENSION GROUP ARCHITECTS,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1812777,,,True,,,False,False,project name; scope of work,address,-96.766822,32.912011
EABPRJB1812511,VLAB RELOCATION FROM 4055 CORP DR,VALWOOD DATA CENTER,CCD CARROLLTON LLC,2001 WESTGATE DRIVE,Carrollton,Dallas,200353.0,,Renovation/Alteration,Project Closed,2011-05-23,2011-06-01,2011-08-01,"Minor raised access floor, UPS & power improvements in Computer Room to house 18 additional computer cabinets/ha",WTA INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1812511,,,True,,,False,False,facility name,address,-96.93198,32.950112
EABPRJB1811088,BBVA DATA CENTER AUSTIN,AUSTIN CENTRE,T. STACY & ASSOCIATES,"704 BRAZOS, STE. 410",Austin,Travis,70000.0,,Renovation/Alteration,Project Closed,2011-04-26,2011-05-01,2011-08-01,Interior build out of office space,KIRKSEY,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1811088,,,True,,,False,False,project name,address,-97.741164,30.26866
EABPRJB1810490,ARMC DATA CENTER EXPANSION,ABILENE REGIONAL MEDICAL CENTER,ABILENE REGIONAL MEDICAL CENTER,6250 US HIGHWAY 83-84,Abilene,Taylor,250000.0,,Renovation/Alteration,Project Closed,2011-04-14,2011-05-01,2011-08-01,600 sf of IT/Data center expansion,ASCENSION GROUP ARCHITECTS,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1810490,,,True,,,False,False,project name; scope of work,address,-99.743605,32.375095
EABPRJB1809965,SOUTHERN UNION ARDMORE,SOUTHERN UNION DATA CENTER,ENERGY TRANSFER DATA CENTER,7210 ARDMORE,Houston,Harris,75000.0,,Renovation/Alteration,Project Closed,2011-04-06,2011-04-01,2011-06-01,"Renovation of existing kitchen and office, re-paint entire exterior, and renovate existing restrooms with ADA mo",GENSLER,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1809965,,,True,,,False,False,facility name; scope of work,address,-95.380789,29.693428
EABPRJB1809776,POLYCOM DATA CENTER,BUILDING C,SPEER STREET CAPITAL C/O CUSHMAN WAKEFIE,7700 W. PARMER LANE Bldg C,Austin,Travis,250000.0,,Renovation/Alteration,Project Closed,2011-03-31,2011-04-01,2011-08-01,"4.1.6 Renovation Alteration for Data Center and new corridor, total work is 5,000 sf.",STUDIO 8 ARCHITECTS,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1809776,,,True,,,False,False,project name; scope of work,address,-97.712137,30.424129
EABPRJB1809118,"DATA HALL 9, BUILDING 7",CYRUSONE LEWISVILLE BUILDING 7,DIGITAL LEWISVILLE LLC,2501 SOUTH STATE HIGHWAY 121,Lewisville,Denton,150000.0,,Renovation/Alteration,Project Closed,2011-03-22,2011-04-01,2011-05-01,Interior Remodeling of an existing office area into a new data warehouse space,DUANE BRADSHAW ARCHITECTS INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1809118,,,True,,,False,False,project name,address,-96.997983,33.001922
EABPRJB1808214,BUMC-DATA CENTER IMPROVEMENTS,BUMC MAIN STREET ANNEX,BAYLOR HEALTHCARE SYSTEM; JEFF COKER,125 N. WASHINGTON,Dallas,Dallas,150000.0,,Renovation/Alteration,Project Closed,2011-03-04,2011-04-01,2012-07-09,Renovate existing Data Center.,HDR ARCHITECTURE INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1808214,,,True,,,False,False,project name; scope of work,address,-96.7734,32.786885
EABPRJB1807930,CYRUSONE AUSTIN - DATA HALL EXPANSION,MET CENTER 8 - BUILDING 2,NNN MET CENTER 7-9 LP,7401-2 EAST BEN WHITE BLVD.,Austin,Travis,150000.0,,Renovation/Alteration,Project Closed,2011-02-26,2011-04-01,2011-06-01,Enlarging the Data Hall and remodeling two office areas,DUANE BRADSHAW ARCHITECTS INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1807930,,,True,,,False,False,project name; scope of work,address,-97.695008,30.21498
EABPRJB1807838,MHMRTC DATA CENTER FINISH-OUT,TARRANT COUNTY PLAZA,TARRANT COUNTY,200 TAYLOR ST SECOND FLOOR,Fort Worth,Tarrant,250000.0,,Renovation/Alteration,Project Closed,2011-02-24,2011-04-01,2011-09-01,"RENOVATION OF 2,950 SF OF EXISTING SPACE TO PREPARE FORUSE AS DATA PROCESSING EQUIPMENT SUITE.",JACOBS ENGINEERING GROUP,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1807838,,,True,,,False,False,project name,address,-97.335033,32.755226
EABPRJB1807706,PATRIOT BANK DATA CENTER BUILD OUT,PATRIOT BANK DATA CENTER,SAN VOSS PROPERTIES LP,7500 SAN FELIPE Suite 345,Houston,Harris,239677.0,,Renovation/Alteration,Project Closed,2011-02-22,2011-02-01,2011-04-01,build out of existing 600 sf to become a data center,EVOLVE CONSULTING GROUP,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1807706,,,True,,,False,False,facility name; project name; scope of work,address,-95.502426,29.751261
EABPRJB1806826,N. FREEWAY DATA CENTER,DIGITAL REALTY TRUST,DIGITAL REALTY TRUST,12031 N. FREEWAY,Houston,Harris,10000000.0,,Renovation/Alteration,Project Closed,2011-02-03,2011-02-01,2011-06-01,Renovation of a former call center space into a data center.,M. ARTHUR GENSLER,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1806826,,,True,,,False,False,project name; scope of work,address,-95.417306,29.942515
EABPRJB1806350,GTECH BACK UP DATA CENTER,CROSSWINDS,WEINGARTEN REALTY,"11827 TECH COM RD. Bldg D, Ste 210",San Antonio,Bexar,700000.0,,Renovation/Alteration,Project Closed,2011-01-24,2011-01-01,2011-08-01,4.1.6 Renovation Alteration of existing lease space,KAMPFE DE STIJL,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1806350,,,True,,,False,False,project name,address,-98.380687,29.545741
EABPRJB1805256,HCA FT WORTH RENOVATION-DATA CENTER,HCA FT WORTH DATA CENTER,HOLT LUNSFORD,4160 INTERNATIONAL PLAZA,Fort Worth,Tarrant,5000000.0,,Renovation/Alteration,Project Closed,2010-12-23,2011-01-01,2011-05-01,Renovation and installation of new equipment for data center,PME/PHILL MUDD ENGINEERING LLC,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1805256,,,True,,,False,False,facility name; project name; scope of work,address,-97.400233,32.686665
EABPRJB1805123,CYRUSONE BELTWAY 8 DATA HALL 4,CYRUSONE,CYRUSONE,5150 WESTWAY PARK BLVD.,Houston,Harris,900000.0,,Additions to Existing Building,Project Closed,2010-12-21,2011-01-01,2011-03-01,A new build out in an existing building,DUANE BRADSHAW ARCHITECTS INC,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1805123,,,True,,,False,False,project name,address,-95.555184,29.844215
EABPRJB1804436,AIG COMPUTER LAB,AIGGS DATA CENTER,EASTGREEN INC.,13701 INDEPENDENCE PARKWAY,Fort Worth,Tarrant,120000.0,,Renovation/Alteration,Project Closed,2010-12-07,2010-12-01,2010-12-01,remodel of existing office space.,INTERPRISE DESIGN,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1804436,,,True,,,False,False,facility name,address,-97.252473,32.979607
EABPRJB1803202,DLR ALPHA ROAD STE 110,DLR ALPHA ROAD DATA CENTER,DIGITAL REALTY TRUST,4349 ALPHA RD,Farmers Branch,Dallas,5000000.0,,Renovation/Alteration,Project Closed,2010-11-08,2010-11-01,2011-04-01,Conversion of first floor office space in to data centerspace.,CORGAN ASSOCIATES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1803202,,,True,,,False,False,facility name,address,-96.835848,32.933135
EABPRJB1802973,TELX FIRST FLOOR DATA CENTER,8435 STEMMONS,TELX,8435 NORTH STEMMONS FREEWAY,Dallas,Dallas,1100000.0,,Renovation/Alteration,Project Closed,2010-11-03,2010-11-01,2011-03-01,"renovation of approximately 5,700 square feet of existing data floor space on first floor.",CORGAN,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1802973,,,True,,,False,False,project name,address,-96.873992,32.827262
EABPRJB1802461,VOL EXPANSION PHASE 3,VALWOOD DATA CENTER,CCD CARROLLTON LLC,2001 WESTGATE DRIVE,Carrollton,Dallas,400000.0,,Renovation/Alteration,Project Closed,2010-10-22,2010-10-01,2010-12-01,"Preparatory work for 2011 construction project - interior improvements including restroom, ramp & entry and temp",WTA INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1802461,,,True,,,False,False,facility name,address,-96.93198,32.950112
EABPRJB1802285,WACO DATA CENTER,WACO DATA CENTER,PKCV WACO DATA PARTNERS LLC,700 AUSTIN AVE,Waco,McLennan,150000.0,,Renovation/Alteration,Project Closed,2010-10-20,2010-11-01,2011-01-01,ist Floor renovations,LAMSON & CONDON INC,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB1802285,,,True,,,False,False,facility name; project name,address,-97.133385,31.554977
EABPRJB0815770,LANDMARK DATA CENTER,GLOBAL GEOPHYSICAL,GLOBAL GEOPHYSICAL,13927 S GESSNER,Missouri City,Fort Bend,620000.0,,Renovation/Alteration,Project Closed,2010-08-25,2010-09-01,2010-11-01,Installation of Data Center and assoicated HVAC and electrical infrastructure,HOK,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0815770,,,True,,,False,False,project name; scope of work,address,-95.540597,29.62155
EABPRJB0815111,CYRUSONE BELTWAY 8 DATA HALL 5,CYRUSONE,CYRUSONE,5150 WESTWAY PARK BLVD. Suite 203,Houston,Harris,700000.0,,Additions to Existing Building,Project Closed,2010-08-12,2010-08-01,2010-12-01,A new Data Hall (5) inside a shell building.,DUANE BRADSHAW ARCHITECTS INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0815111,,,True,,,False,False,project name; scope of work,address,-95.555184,29.844215
EABPRJB0813156,MICRON DATA CENTER,MICRON DATA CENTER,WERELDHAVE MANAGEMENT USA,805 CENTRAL EXPRESSWAY Suite 118,Allen,Collin,100000.0,,Renovation/Alteration,Project Closed,2010-06-29,2010-06-01,2010-09-01,"2,000 square foot data center of tenant space",STEPHENS MARKS ARCHITECTS,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0813156,,,True,,,False,False,facility name; project name; scope of work,address,-96.680107,33.089679
EABPRJB0812066,INTERNAP 11TH FL. DATA CTR. PHASE 1 EXP.,INTERNAP DATA CENTER,GRIFFIN PARTNERS INC.,1301 FANNIN,Houston,Harris,525000.0,,Renovation/Alteration,Project Closed,2010-06-07,2010-06-01,2010-08-01,Renovation of an existing space in suite 1150 to be usedAS A COLOCATION DATA CENTER.   RV380,BICK GROUP,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0812066,,,True,,,False,False,facility name; scope of work,address,-95.365684,29.75356
EABPRJB0811484,NISD RICHLAND HILLS DATA CENTER,607 RICHLAND HILLS DRIVE,NORTHSIDE INDEPENDENT SCHOOL DISTRICT,607 RICHLAND HILLS DR.,San Antonio,Bexar,1215000.0,,Renovation/Alteration,Project Closed,2010-05-24,2010-07-01,2011-01-01,Renovation of existing approximate 2600 SF Data Center to increase system redundancy and reliability. Single Dat,ENERGY SYSTEMS ASSOCIATES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0811484,,,True,,,False,False,project name; scope of work,address,-98.653178,29.440829
EABPRJB0811418,UTSW DATA CENTER,BASS CENTER,UT SOUTHWESTERN,6333 FORREST PARK LANE,Dallas,Dallas,10000000.0,,Renovation/Alteration,Project Closed,2010-05-21,2010-04-01,2010-09-01,Renovation of existing data center,CORGAN ASSOCIATES,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0811418,,,True,,,False,False,project name; scope of work,address,-96.796828,32.873458
EABPRJB0810703,LONE STAR COLLEGE DATA CENTER,CCA-11,LONE STAR COLLEGE SYSTEM,20515 SH 249,Houston,Harris,500000.0,,Renovation/Alteration,Project Closed,2010-05-07,2010-05-01,2010-09-01,Install new infrastructure equipment for new campus datacenter.,EVOLVE CONSULTING GROUP,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0810703,,,True,,,False,False,project name; scope of work,address,-95.578569,29.993362
EABPRJB0809253,NOKIA SIEMENS NETWORKS DATA CENTER 1W,NOKIA SIEMENS NETWORKS,DIVIDEND CAPITAL TOTAL REALTY TRUST,6000 CONNECTION DRIVE,Irving,Dallas,400000.0,,Renovation/Alteration,Project Closed,2010-04-07,2010-06-01,2010-08-01,"Work includes renovation to tenants lease space on floor1 W, data center and associated office space.",GENSLER,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0809253,,,True,,,False,False,project name; scope of work,address,-96.965436,32.893973
EABPRJB0808970,FARM CRECIT BANK DATA CENTER RENOVATION,FARM CREDIT BANK,FARM CREDIT BANK OF TEXAS,4801 PLAZA ON THE LAKE DR,Austin,Travis,210000.0,,Renovation/Alteration,Project Closed,2010-03-31,2010-04-01,2010-08-01,partition wall and door addition to existing data room on 2nd floor of existing office building,FATTER & EVANS ARCHITECTS,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0808970,,,True,,,False,False,project name,address,-97.800375,30.34716
EABPRJB0808880,DATA CENTER EXPANSION,METCENTER 8,TRANSWESTERN,7401-1 EAST BEN WHITE BLVD,Austin,Travis,6599355.0,,Renovation/Alteration,Project Closed,2010-03-29,2010-04-01,2010-09-01,Renovation of existing data center space.,GENSLER,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0808880,,,True,,,False,False,project name; scope of work,address,-97.695008,30.21498
EABPRJB0808661,ENTERPRISE PRODUCTS PARTNERS-DATA CENTER,WEST POINTE CENTER,ROB JOHNSON,9420 WEST SAM HOUSTON PKWY N,Houston,Harris,1206000.0,,New Construction,Project Closed,2010-03-24,2010-05-01,2010-12-01,New Interior Construction to Existing Tilt-Wall Construction.,ZIEGLER COOPER ARCHITECTS,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0808661,,,True,,,False,False,project name,address,-95.553104,29.906012
EABPRJB0808669,MANSFIELD ISD DATA CENTER RENOVATIONS,DATA CENTER,MANSFIELD ISD,1522 NORTH WALNUT CREEK,Mansfield,Tarrant,320000.0,,Renovation/Alteration,Project Closed,2010-03-24,2010-05-01,2011-03-31,Data center renovations.,HUCKABEE & ASSOCIATES INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0808669,,,True,,,False,False,facility name; project name; scope of work,address,-97.128701,32.59409
EABPRJB0808569,UNITRIN SHADOW DATA CENTER,TOWERS AT PARK CENTRAL,PARMENTER REALTY PARTNERS,12790 MERIT DRIVE SUITE 101,Dallas,Dallas,2000000.0,,Renovation/Alteration,Project Closed,2010-03-23,2010-04-01,2010-07-01,INTERIOR FINISHOUT OF DATA CENTER AND SUPPORTING OFFICE.,STAFFELBACH INC.,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0808569,,,True,,,False,False,project name; scope of work,address,-96.770719,32.923015
EABPRJB0807946,DLR - SUITE 120 OFFICE RENOVATION,DLR MARSH LANE DATA CENTER,DIGITAL REALTY TRUST,2440 MARSH LN,Carrollton,Dallas,80000.0,,Renovation/Alteration,Project Closed,2010-03-09,2010-03-01,2010-06-01,Office finish out for shell space,CORGAN ASSOCIATES INC,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB0807946,,,True,,,False,False,facility name,address,-96.853458,32.979968
